LAMMPS data file via write_data, version 7 Feb 2024, timestep = 330, units = metal

88 atoms
3 atom types

0 2.2858575148342073 xlo xhi
0 4.571715029668415 ylo yhi
0 36.57372023734732 zlo zhi
0 32.002005207678906 6.857572544502622 xy xz yz

Masses

1 50.9415
2 28.085
3 51.9961

Atoms # atomic

84 1 25.906406461103888 6.138646639730821 28.725389239938806 1 1 0
67 1 25.90641406192481 6.136741470298318 28.71040739877844 2 1 0
52 2 27.067807349268183 7.272140964227985 30.313691639431497 1 1 0
1 3 28.254754194739697 8.373845739588539 31.904658076391836 2 1 0
12 3 28.25310631730035 8.381762261762349 31.886495931825365 2 1 0
13 3 30.740375030963488 10.635515623818076 34.952593408147315 2 1 0
17 3 29.064561971468095 9.962880241037032 32.78646858759564 2 1 0
25 3 29.57865636208215 7.233846774517828 33.39566632569793 2 1 0
29 2 29.50622438380919 9.483692407733638 33.47779832934654 2 1 0
34 2 29.579809818968428 7.229888833183683 33.40234821521529 1 1 0
43 2 27.092214750207475 7.26424076894453 30.323832202539627 1 1 0
54 2 30.74666999655412 8.379704558123226 34.948525381389956 1 1 0
58 1 2.1922279883691083 0.36749581557588107 0.006791155703527193 1 2 1
62 1 30.74443210314407 10.632136438204814 34.97815452386862 2 1 0
63 1 28.29952746325867 6.1593702803858985 31.803194789176413 1 1 0
68 1 30.75102630232142 8.374276029840905 34.972086458918625 1 1 0
80 1 27.077635681305157 9.589041198487228 30.354467175134214 2 0 0
88 1 2.1936708008635373 2.646309077458625 0.021186614234927174 1 1 1

Velocities

2 -3.8436975017598343 8.388723567008237 3.174256073980988
16 -7.438207617649403 4.692740561509808 -0.042326498111457694
21 -13.148814623845134 1.2397529488202748 5.936681477548012
23 -6.888511335634434 4.261038414520876 -0.6597812673486932
27 5.0509456835874955 7.523196225258863 -4.075396107954694
28 -7.570291110984502 4.112520556629521 0.5462153181764062
35 11.83673317594673 0.9941437297325144 -1.9594557241383923
40 -4.1207303720565385 1.3236727800449597 -0.31321719012905014
50 -23.901332359968027 2.991377082301243 1.8739076640706547
53 -9.239337386024525 14.460344097825123 0.18406315079252544
55 -1.2224010100505018 1.9476382232697025 1.8490006259398395
57 -9.524466252350441 1.007840782937936 -3.4142758133987057
59 -6.883999233214482 3.4631252575249434 -1.191897998377593
60 -2.132772544882994 3.090229840981955 -3.801780586386098
77 -6.891003582821648 4.267709612159079 -0.6437237387774719
82 -6.883999517157215 3.463125441795169 -1.1918982387621697
9 2.5189166456840137 -5.6231856476792395 -1.3501508368150257
45 -0.5280000789668258 4.1821677110188755 2.230252573982221
46 -1.2228578377599375 1.948645109199009 1.848345042976093
51 -1.8452861560187095 2.4455963150007074 10.759206373295468
4 8.529139840278145 0.8104464661743811 2.846348037881321
6 10.283106210571333 2.8637663961658104 2.200586620316026
7 9.484810710965037 1.9748230486567604 11.89467001337363
8 2.094635636167379 3.0054426478554044 0.7230147550191581
10 5.970281448538296 1.6950325321331952 5.646751407031453
19 5.85955438857933 -1.0087484574318317 5.956281333236966
20 9.89819551716457 2.2223973198040596 1.6910055673125006
31 5.497234392126455 -3.3816670343383546 4.315381363667042
37 2.135284551704023 3.1053416563991703 0.6100182686939788
49 0.08015558745880158 -3.6295075298576336 -6.865240868857449
61 -4.3919113881424625 2.718952482097466 1.9670230921933876
76 -0.42270929883537367 3.7467263286864947 1.5146734985994563
78 9.773150002105892 3.7602086058371826 0.05897427792917341
81 15.00465778415138 3.2855632567405286 1.099587601301962
85 0.5060310076101907 2.8530123095725894 0.5210339694781432
38 3.4542765687130754 2.334159262936458 4.757423545269607
3 3.507047413283612 -1.5707692925265941 4.7029358636856475
5 -7.442865545871699 4.657799649134706 -13.822633029042109
11 0.31733244373387093 14.948089123928243 4.370949593057378
15 7.171662814766304 -0.3074094305873366 5.22438790642069
26 -26.36795091000591 -24.094896466483757 -7.290654092529176
30 16.493271791840215 6.2406963463510206 -7.353819964303913
36 0.7978378519750766 0.23925788762000932 4.09288789501547
42 -2.474481211417416 -12.867151674555602 18.221341353442167
47 47.27989520670238 -37.22645552234518 -8.20505288198954
64 1.159926786025276 -3.6641982323598885 9.87612085327501
70 -19.981813455304476 -8.709326010325263 -0.7153442433139438
72 3.564675568343391 1.5740850010456446 4.413540236848584
75 -0.1621146431887766 -4.20732319985452 -8.257082154333752
79 12.239756940286767 18.231143113049544 5.11264223307499
86 3.5062915551663147 -1.605905052253656 4.716263947474083
87 -1.586931483094707 -3.0255296996899963 19.71346281534846
83 -18.192915736304613 -5.536622178933511 -12.49359825405226
65 -16.185085604018983 -8.63607749275117 -6.386374696836495
14 8.173268588572412 -7.922496337955289 -4.840934150223682
18 -17.424398954249902 11.217258520384545 0.6520163555185536
22 15.81232689145593 -24.145400826612423 -6.7699032906818815
24 14.864442865443198 0.1302448446504939 2.9984818250295953
32 10.399286384354795 4.266063476973557 0.14409704053256212
33 11.72238989616514 -2.9864673767715684 -1.9085802322798555
39 -1.7748423692405897 2.2895730080021712 1.2061855529823442
41 -6.260611476918525 -0.5720535732443252 -10.403898912381791
44 4.419468575881548 28.901614261702395 -3.128971308589045
48 -1.1041026172636546 1.1317301620415892 -1.6584362357514917
56 -13.217527306897122 -33.5323694223108 -14.302608805106363
66 5.4276528143143175 -8.68485169340891 -6.848644428560503
69 -16.180535528712728 -8.649982763212991 -6.437447926867835
71 4.6595172858424565 -16.44007633313831 -4.397508260952918
73 3.7069845424296823 0.041768089973654776 -2.230204937504012
74 10.780815888508197 -4.111922321334132 -3.988365677349582
84 3.239204053431653 -1.6003993898764775 -12.572909740926049
67 5.687351848629977 -0.39420229584870825 7.419034424269116
52 3.263368023854571 -16.210815139431112 -17.50548267914938
1 -5.674143107630254 4.943590612565914 -12.37803216913789
12 8.303214470775565 -2.5026582076141457 0.41705843201800796
13 -2.1125126025555954 3.415926570613333 7.350087674993469
17 25.197862491798272 -20.908024251589136 28.832308137396083
25 -6.376331976128707 -2.562731445793845 -3.857403178046719
29 -7.389890657550195 7.464429172151302 -5.805337494377199
34 -9.291518979109032 16.62833156151697 4.990236821463402
43 1.5813000955553034 15.85847270938921 12.715140361806121
54 -18.103305627500774 28.407273124575887 -10.081833319694828
58 -7.424662109646943 4.278812532915318 0.18832874763544438
62 -14.311527630389733 7.865122035849494 -9.17661490407608
63 -2.8857058502074495 1.8495761519319114 -1.498576699261755
68 -0.057554412740733696 -9.992833061224523 1.089022216132915
80 4.914682650320945 0.5958177011315042 -1.1544388899620914
88 -7.439995026877276 4.707402242070193 0.01105791566276415
