LAMMPS data file via write_data, version 7 Feb 2024, timestep = 330, units = metal

88 atoms
3 atom types

0 2.2858575148342073 xlo xhi
0 4.571715029668415 ylo yhi
0 36.57372023734732 zlo zhi
0 32.002005207678906 6.857572544502622 xy xz yz

Masses

1 50.9415
2 28.085
3 51.9961

Atoms # atomic

2 3 4.460126150749028 2.7105870280978053 3.2467682151554724 1 0 0
16 3 2.1933722728164833 2.646774523629674 0.01624642542134435 0 0 0
21 3 5.557638739355758 1.604322623149721 4.772685575366886 1 1 0
23 3 3.3353225564940403 3.809533344402027 1.6242427463492175 1 0 0
27 3 5.558330457803771 1.6000524387111281 4.785595026259091 0 0 0
28 2 2.1897997332948367 0.36808086233225085 0.00473968265431274 0 0 0
35 2 4.457704655222473 4.946706210350505 3.2761076535600373 1 0 0
40 2 5.556346255362267 3.8881740714064 4.772201479389148 1 0 0
50 2 4.459608029995392 4.951669167809145 3.261995639926387 0 -1 0
53 2 6.6483759440049806 2.835037019229 6.262312046667276 0 0 0
55 2 7.750285982426728 1.7140142946034307 7.879512515917943 0 0 0
57 2 4.458278589479004 2.718902184400518 3.2517221644584056 0 0 0
59 1 3.335660761195153 1.5156628948104989 1.6503725777722922 0 0 0
60 1 6.644971318693643 5.067527993404551 6.317370767957852 1 0 0
77 1 3.3354285582811665 3.810125237094396 1.6238860399978932 0 0 0
82 1 3.3356607613850544 1.5156628946883466 1.6503725779328349 0 0 0
9 3 6.64200765907841 2.8462945073084462 6.295310724831055 0 0 0
45 2 7.7368254150084805 4.000583570332534 7.945015491691372 1 0 0
46 2 7.750286201056899 1.7140138716447244 7.879512839037175 1 1 0
51 2 6.644403557403783 5.058333918331119 6.286438945083635 1 0 0
4 3 12.796883577185582 3.3844935021820977 12.494463997780079 2 1 0
6 3 9.818796343252556 5.501862092972585 9.78172335224106 0 0 0
7 3 14.047547551121575 6.937058188249996 13.673345219602684 0 0 0
8 3 8.79097787703277 2.874353220762861 9.547795949298614 2 1 0
10 3 14.02337571655929 4.6895982541886525 13.680160662071259 1 0 0
19 3 12.957529139953316 5.571524811966803 12.293442241464678 0 0 0
20 3 11.095520161793598 6.656946887098388 11.40174291877804 1 0 0
31 2 14.023488070495425 4.688756250038612 13.711047792519171 0 0 0
37 2 8.791896885046768 2.876783805279323 9.542822194168155 0 0 0
49 2 14.048542677173836 6.937901370815416 13.701369061216521 1 0 0
61 1 9.822474293299994 4.0625935327079015 11.155391171182204 2 1 0
76 1 7.736992990281818 3.9991611418707036 7.945383736525828 1 0 0
78 1 11.025833153631899 6.130959056157309 11.53292800632699 1 0 0
81 1 9.823929906652047 4.071239219786882 11.148122216485357 1 0 0
85 1 8.836402387391951 5.1276471514069835 9.499809810948591 1 0 0
38 2 15.186353498591876 5.8768568254350555 15.330832993108313 0 0 0
3 3 15.188292275745873 3.5999497135571636 15.307247909852322 2 1 0
5 3 16.388591617263945 4.802216361844008 16.98233650353975 1 1 0
11 3 18.197370428234766 7.323606599549502 20.463270453103117 1 0 0
15 3 16.291909987273918 7.09211934609346 16.945987437927883 1 0 0
26 3 17.56635878933315 3.941449792396434 18.728850258113617 1 1 0
30 2 21.486471855382714 6.351757851313946 22.166693678356676 0 0 0
36 2 16.299336979809908 7.08711334875862 16.930082280632764 1 0 0
42 2 18.848517659641654 5.045137816118918 20.427269671903943 1 1 0
47 2 18.19857258395545 7.320810588539892 20.488281230599526 1 0 0
64 1 17.59696205008275 6.045522748300953 18.653187156623474 0 0 0
70 1 17.58129760882213 3.9035053784255673 18.71725386429603 1 1 0
72 1 15.185604032635721 5.8756041340508744 15.328888384983303 1 0 0
75 1 17.58514975094796 6.0403847081145265 18.65766801799987 2 1 0
79 1 17.01882555523035 7.697601979142739 18.606446685539517 1 0 0
86 1 15.18819596780866 3.600620508887392 15.314100503101942 1 1 0
87 1 16.406590968780886 4.812009950914897 16.981641154586946 2 1 0
83 1 18.833395216991146 5.050645124280628 20.39133603192696 2 1 0
65 1 20.127887480695367 8.732603216867195 22.206104985175838 2 0 0
14 3 23.597178898078468 8.437862679933412 25.535502865461734 0 0 0
18 3 21.33468854704504 5.180922889973161 23.903769250288352 2 1 0
22 3 21.45797882348024 6.5561925216987955 22.17258007497885 1 1 0
24 3 24.749418839925436 7.279466266880364 27.105173121918067 1 1 0
32 2 23.60455330432744 8.440577526497373 25.542636068497284 1 0 0
33 2 23.598108225070703 6.182620602344135 25.589114143211674 2 1 0
39 2 24.75185849675482 9.596949964855757 27.076871714673857 1 0 0
41 2 24.743674481690096 7.285693418480955 27.09058895786789 2 1 0
44 2 25.907994036263798 8.441093831176069 28.700503414347278 1 1 0
48 2 27.077012642370725 9.556142268790705 30.35481958507289 1 0 0
56 2 21.349775118216893 5.171992366267488 23.916182040788588 2 1 0
66 1 22.50581817478979 7.285146327727858 23.969774536878937 1 1 0
69 1 20.128197500029938 8.731922147303877 22.206382380792412 2 0 0
71 1 25.90789550967082 8.434362479084006 28.720671859833057 2 1 0
73 1 22.506030902262797 7.280813196145063 23.965628210258746 0 0 0
74 1 24.74445711659249 9.60545316214559 27.097290464726882 1 0 0
