-73.5957331579228 -73.6068525819907 238387.350715138 6 
-105.824037789495 -105.82786310541 -143633.833711714 6 
-5936.85337927922 -5936.85971585321 -269151007.459727 5 
-89.6850048762864 -89.7107252382046 978361.35804787 5 
-72.2696711093362 -72.2796223018241 -8081706.84284161 7 
-107.545360407798 -107.545904468383 -3660918.92702523 2 
-62.5232458612682 -62.5358150307141 1701444.75564776 9 
-120.273779313319 -120.273831634992 -550581.734150665 2 
-1256.18261054552 -1256.25209485883 -75574843.7358421 5 
-74.2248499371471 -74.2315412207304 1449157.22101135 6 
