17743.9450451699 17743.9450438773 -2.31103113779613e+281 101 
-57.7135791537196 -57.7135796966122 6381448.55852844 43 
-227.497454261247 -227.497454338804 -5730422.63204235 7 
-125.559550063757 -125.559550386907 11102708.2275651 26 
-255.674996978954 -255.674997017732 -11744507.5334737 4 
-203.150293031596 -203.150293070375 -7376090.7206319 4 
2793.63053079826 2793.63052994514 43811840.0516407 67 
1502.40151576442 1502.40151501471 28492386.0915555 59 
2946.97461466248 2946.97461386107 38642579.4403288 63 
-321.29390212433 -321.293902227738 -3894359.38882165 9 
2333.27315554309 2333.2731547546 41534567.9521157 62 
648.76318062411 648.763180210478 23216598.3922849 33 
1681.6138644451 1681.61386383758 31981177.5655807 48 
706.29923485387 706.29923420757 23119693.5542613 51 
9.43499665543515 9.43499607376449 7977868.30993316 46 
-292.524876544313 -292.524876596017 -9001924.95207634 5 
-111.292562364116 -111.292562945787 8074910.69089176 46 
-257.95022523616 -257.950225326642 -4960389.4762492 8 
-242.52577194488 -242.525772164622 -575784.162747988 18 
32.757112224489 32.7571118367086 13430859.5632594 31 
-152.564953631391 -152.564953876986 860731.398997547 20 
-211.115934419306 -211.115934458084 -5170371.8259281 4 
-74.680941747274 -74.6809421221284 5510756.05742989 30 
-45.8708330610049 -45.8708335521935 4664147.36277352 39 
-204.629840598707 -204.629840805523 4719022.45031343 17 
1511.98416912128 1511.98416851376 35753724.2827496 48 
1832.77588718416 1832.77588658956 38955367.63377 47 
-115.562388550518 -115.562388925373 3561264.79246588 30 
-284.129090911399 -284.129091066511 -3000445.77531764 13 
-77.3031338315774 -77.3031342581359 4904400.29031808 34 
-30.5247171244859 -30.5247173959322 5609291.26711909 22 
-56.9473283153287 -56.9473285221449 7593015.57645448 17 
-37.9409818369251 -37.9409823539656 13258846.9507141 41 
805.036241737407 805.036241323774 26371396.205405 33 
-181.892901600925 -181.892901924076 3693069.99887267 26 
529.866129786748 529.866129243856 21148131.816128 43 
-186.491822850011 -186.491823263643 1490699.20793604 33 
4328.81641288842 4328.81641211286 51307476.0473859 61 
382.616108286018 382.616107652643 15321187.5389756 50 
969.067348182386 969.067347807531 32511774.759104 30 
-58.7353343851009 -58.7353348633634 11786781.5943638 38 
-170.363436755494 -170.363436820124 -4184000.97343561 6 
1646.98355961266 1646.98355922488 45069668.3555105 31 
-206.131755198064 -206.131755275621 -5486908.03279623 7 
55.5717759391103 55.57177568059 16482079.4083834 21 
2616.69942740035 2616.69942696086 49753566.2684645 35 
120.363691483457 120.363691095676 19306398.2791137 31 
-158.225939900796 -158.225939965426 -1589387.27002854 6 
-101.52435140837 -101.524351822003 3028679.55316858 33 
-22.6429975608082 -22.6429977934765 8171425.87856496 19 
4819.85476287099 4819.85476196617 56688180.9243634 71 
-452.610060463588 -452.610060541144 -11702224.3692883 7 
-107.84416666554 -107.844167040395 11134900.0788459 30 
-186.530131324236 -186.530131414718 -3173352.15454986 8 
30.9686396952656 30.9686393721152 16043215.4065289 26 
27.6263136033191 27.6263133318728 7353211.35232791 22 
-179.255584600748 -179.255584639526 -5948972.14769339 4 
274.263426550305 274.263425981561 14028265.1967165 45 
3563.95527597007 3563.9552753884 59921501.7651686 46 
273.155341614143 273.155341278067 16534502.5350667 27 
-140.010148647667 -140.010148828631 2931692.62574193 15 
-121.503986540998 -121.503986915852 3018582.80671366 30 
2169.83131514647 2169.8313146682 43655831.2598878 38 
88.0944447684618 88.0944442384952 10950344.6398127 42 
-101.488408255445 -101.488408513966 4027977.69233139 21 
-66.5158829524946 -66.5158834566091 6032311.14068137 40 
-97.6199408777624 -97.619941343099 5964515.98140919 37 
3114.53868564076 3114.53868518835 58020225.7360459 36 
-96.9054673523364 -96.9054677918209 2361135.73727926 35 
-52.2004235055104 -52.2004240742551 10148801.2093553 45 
-271.361376333719 -271.361376372497 -5354221.65280967 4 
-201.840809596303 -201.840809686785 -5881372.7350721 8 
1779.30187279296 1779.30187248274 44477642.21175 25 
-8.29667200622063 -8.29667248448317 10165172.9265288 38 
-199.596224554597 -199.596224645079 -3230196.30506851 8 
-43.8966956935937 -43.8966961330782 5438108.97605101 35 
-117.65044875011 -117.650449150816 2576509.39548069 32 
4254.70701049458 4254.70700969317 55123269.2089949 63 
3871.02944291682 3871.02944210248 47074047.612085 64 
-88.4849606496935 -88.4849609599178 4877281.6458316 25 
2278.43874534793 2278.43874462407 37007750.6180101 57 
-161.188188855319 -161.188189281877 1975441.65122101 34 
290.400870254205 290.40086968546 14845002.8762772 45 
-186.655588345801 -186.655588449209 -3825195.6255414 9 
1586.99627155052 1586.99627103348 36715384.8891039 41 
-276.895568558305 -276.895568803899 -619699.909326958 20 
-205.207079527164 -205.207079811536 6276820.81896542 23 
-193.807627377971 -193.807627455527 -3855019.80359442 7 
-155.557924071691 -155.557924110469 -4223738.88364274 4 
402.309485923122 402.309485470711 18419144.8523875 36 
-285.555662224928 -285.555662328336 -5450049.28824883 9 
-207.164726933256 -207.164727152998 -1651186.92541513 18 
-118.685613477159 -118.685613903718 6104409.77360217 34 
-237.321594264585 -237.321594419697 -2181902.67531979 13 
-269.388574541258 -269.388574657592 -3321448.2574114 10 
-233.583391568955 -233.583391620659 -9263831.50724561 5 
2796.36619930855 2796.36619858469 39888078.6886891 57 
3851.03349836507 3851.03349787389 65212557.7213955 39 
-115.688273767806 -115.688274116809 3188584.75969622 28 
-133.862470427705 -133.862470608669 3062883.31975232 15 
-74.540195928976 -74.5401962133483 10301268.5215496 23 
-124.949340795854 -124.949341028523 5078874.93964538 19 
1746.57926069139 1746.57926003216 33101934.5095994 52 
-260.051573589812 -260.051573719072 -2816112.8402547 11 
-130.853779551661 -130.853779836033 8892749.31600908 23 
-185.44136189553 -185.441362037717 2542409.64417497 12 
754.234349281942 754.234348855383 32676927.4609267 34 
-227.99958654901 -227.999586768753 -1803578.24355784 18 
-298.43130814393 -298.431308311968 -2753236.3711873 14 
1702.3760444583 1702.37604391541 43382798.5942944 43 
-139.383644586599 -139.383644935601 1918608.33055911 28 
845.351765669123 845.351765139156 24682881.1433506 42 
-260.584424827674 -260.584424931082 -2653713.97763987 9 
83.1230289224382 83.1230284829537 18249968.8242946 35 
-134.37812842411 -134.378128618 3792964.37213139 16 
140.969616050161 140.969615765788 18548993.8023023 23 
